MA3A0122S_0880	13416	13751	+	CDS	CDS	hypothetical protein		
MA3A0122S_0881	14520	13759	-	CDS	CDS	catechol O-methyltransferase		2.1.1.6
MA3A0122S_0882	14638	17211	+	CDS	CDS	FO synthase	fbiC	2.5.1.-
MA3A0122S_0883	17449	17222	-	CDS	CDS	hypothetical protein		
MA3A0122S_0884	17693	18331	+	CDS	CDS	hypothetical protein		
MA3A0122S_0885	18361	18618	+	CDS	CDS	hypothetical protein		
MA3A0122S_0886	18971	19279	+	CDS	CDS	putative monooxygenase		
MA3A0122S_0887	21351	19354	-	CDS	CDS	2,4-dienoyl-coA reductase	fadH	1.3.1.34
MA3A0122S_0888	21946	21377	-	CDS	CDS	hypothetical protein		
MA3A0122S_0889	22588	22914	+	CDS	CDS	putative FERREDOXIN FDXC		
MA3A0122S_0890	22935	24026	+	CDS	CDS	succinyldiaminopimelate transaminase	dapC	2.6.1.17
MA3A0122S_0891	24056	26023	+	CDS	CDS	putative glycosyltransferase		
MA3A0122S_0892	26154	27788	+	CDS	CDS	1-pyrroline-5-carboxylate dehydrogenase	pruA	1.5.1.12
MA3A0122S_0893	27781	28746	+	CDS	CDS	proline dehydrogenase	putA	1.5.99.8
MA3A0122S_0894	28762	30153	+	CDS	CDS	putative FATTY-ACID-CoA LIGASE FADD36		
MA3A0122S_0895	30150	30698	+	CDS	CDS	azi37	azi37	
MA3A0122S_0896	31667	30702	-	CDS	CDS	hypothetical protein		
MA3A0122S_0897	32633	31674	-	CDS	CDS	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	dapD	2.3.1.117
MA3A0122S_0898	32657	33721	+	CDS	CDS	succinyl-diaminopimelate desuccinylase	dapE	3.5.1.18
MA3A0122S_0899	34451	33711	-	CDS	CDS	transcriptional regulator, AraC family		
MA3A0122S_0900	34507	35706	+	CDS	CDS	putative fosmidomycin resistance protein		
MA3A0122S_0901	35772	36674	+	CDS	CDS	putative monooxygenase		
MA3A0122S_0902	36702	37454	+	CDS	CDS	methionyl-tRNA formyltransferase	fmt2	2.1.2.9
MA3A0122S_0903	37511	37999	+	CDS	CDS	decarboxylase		4.1.1.-
MA3A0122S_0904	38102	39892	+	CDS	CDS	acyl-CoA synthetase	fadD6	2.3.1.86
MA3A0122S_0905	39940	40272	+	CDS	CDS	hypothetical protein		
MA3A0122S_0906	41246	40269	-	CDS	CDS	putative DTDP-GLUCOSE 4,6-DEHYDRATASE RMLB2		
MA3A0122S_0907	41379	42254	+	CDS	CDS	dihydropteroate synthase		2.5.1.15
MA3A0122S_0908	42284	43204	+	CDS	CDS	putative glucosyl-3-phosphoglycerate synthase		
MA3A0122S_0909	43699	43208	-	CDS	CDS	hypothetical protein		
MA3A0122S_0910	43719	44063	+	CDS	CDS	hypothetical protein		
MA3A0122S_0911	44110	44631	+	CDS	CDS	3-methyladenine-DNA glycosylase I	tag	3.2.2.20
MA3A0122S_0912	44765	44932	+	CDS	CDS	hypothetical protein		
MA3A0122S_0913	46089	44953	-	CDS	CDS	putative glycosyl transferase		
MA3A0122S_0914	46066	46218	+	CDS	CDS	hypothetical protein		
MA3A0122S_0915	46288	47472	+	CDS	CDS	glucose-1-phosphate adenylyltransferase	glgC	2.7.7.27
MA3A0122S_0916	47641	47486	-	CDS	CDS	transcriptional regulator, GntR family domain protein		
MA3A0122S_0917	48207	48431	+	CDS	CDS	hypothetical protein		
MA3A0122S_0918	49004	49702	+	CDS	CDS	hypothetical protein		
MA3A0122S_0919	50392	49718	-	CDS	CDS	isoprenylcysteine carboxyl methyltransferase		
MA3A0122S_0920	52028	50406	-	CDS	CDS	putative ABC transporter, permease protein		
MA3A0122S_0921	52930	52025	-	CDS	CDS	ABC transporter, ATP-binding protein	yjjC	3.6.3.-
MA3A0122S_0922	53571	52927	-	CDS	CDS	putative transcriptional regulator, TetR family		
MA3A0122S_0923	54350	53703	-	CDS	CDS	putative O-methyltransferase		
MA3A0122S_0924	54524	55294	+	CDS	CDS	alternative RNA polymerase sigma factor SigE	sigE	
MA3A0122S_0925	55498	55848	+	CDS	CDS	hypothetical protein		
MA3A0122S_0926	55858	57336	+	CDS	CDS	heat shock protein HtrA	htrA	3.4.21.-
MA3A0122S_0927	57336	57746	+	CDS	CDS	twin arginine-targeting protein translocase TatB	tatB	
MA3A0122S_0928	58952	57840	-	CDS	CDS	mrp ATPase family protein	mrp	
MA3A0122S_0929	60283	59000	-	CDS	CDS	membrane protein		
MA3A0122S_0930	60609	61559	+	CDS	CDS	long-chain-fatty-acid-CoA ligase		6.2.1.3
MA3A0122S_0931	61625	62545	+	CDS	CDS	malyl-CoA lyase	mclA	4.1.3.24
MA3A0122S_0932	63207	62542	-	CDS	CDS	hypothetical protein		
MA3A0122S_0933	63434	63886	+	CDS	CDS	putative TRANSMEMBRANE PROTEIN		
MA3A0122S_0934	64125	65510	+	CDS	CDS	putative SUGAR-BINDING LIPOPROTEIN LPQY		
MA3A0122S_0935	65507	66409	+	CDS	CDS	sugA	sugA	
MA3A0122S_0936	66406	67239	+	CDS	CDS	sugar ABC transporter, permease protein	sugB	
MA3A0122S_0937	67254	68417	+	CDS	CDS	sugar ABC superfamily ATP binding cassette transporter, ABC protein	msmK	3.6.3.20
MA3A0122S_0938	68428	69033	+	CDS	CDS	hypothetical protein		
MA3A0122S_0939	69542	69042	-	CDS	CDS	hypothetical protein		
MA3A0122S_0940	70671	69577	-	CDS	CDS	magnesium and cobalt transport protein CorA	corA	
MA3A0122S_0941	71430	70789	-	CDS	CDS	transcriptional regulator, TetR family		
MA3A0122S_0942	71636	71980	+	CDS	CDS	hypothetical protein		
MA3A0122S_0943	72183	72004	-	CDS	CDS	short-chain dehydrogenase/reductase SDR domain protein		
MA3A0122S_0944	72178	72921	+	CDS	CDS	short-chain dehydrogenase/reductase family oxidoreductase		1.-.-.-
MA3A0122S_0945	72918	73817	+	CDS	CDS	NADPH-dependent carbonyl reductase		1.1.1.184
MA3A0122S_0946	73855	74478	+	CDS	CDS	multiple antibiotic resistance protein	marC	
MA3A0122S_0947	74563	75705	+	CDS	CDS	NADP-dependent malate dehydrogenase	maeB	1.1.1.40
MA3A0122S_0948	75734	76567	+	CDS	CDS	lipoprotein LpqZ	lpqZ	
MA3A0122S_0949	76655	77926	+	CDS	CDS	putative LIPASE LIPD		
MA3A0122S_0950	78128	79318	+	CDS	CDS	putative LIPASE LIPD		
MA3A0122S_0951	80179	79343	-	CDS	CDS	short-chain dehydrogenase/reductase SDR	hsd1	1.1.1.62
MA3A0122S_0952	81055	80225	-	CDS	CDS	short-chain dehydrogenase/reductase family		1.3.8.1
MA3A0122S_0953	81792	81151	-	CDS	CDS	putative UbiE/COQ5 methyltransferase		
MA3A0122S_0954	82010	83188	+	CDS	CDS	putative transcriptional regulator		
MA3A0122S_0955	84511	83192	-	CDS	CDS	putative triacylglycerol lipase		
MA3A0122S_0956	84633	84508	-	CDS	CDS	hypothetical protein		
MA3A0122S_0957	88046	84669	-	CDS	CDS	oxoglutarate dehydrogenase (succinyl-transferring), E1 component	sucA	1.2.4.2
MA3A0122S_0958	232	1	-	CDS	CDS	2-oxoglutarate decarboxylase domain protein	kgd	4.1.1.71
MA3A0122S_0959	1168	407	-	CDS	CDS	putative MEMBRANE PROTEIN		
MA3A0122S_0960	1629	2912	+	CDS	CDS	MFS transporter, bicyclomycin/chloramphenicol resistance protein	bcr	
MA3A0122S_0961	2935	4407	+	CDS	CDS	drug transporter	albF	
MA3A0122S_0962	5933	4605	-	CDS	CDS	putative D-lactate dehydrogenase		
MA3A0122S_0963	6046	7305	+	CDS	CDS	putative peptidase		
MA3A0122S_0964	7403	7879	+	CDS	CDS	putative transcriptional regulator, TetR		
MA3A0122S_0965	11318	7887	-	CDS	CDS	nuclease (RecB family)-like protein		
MA3A0122S_0966	11837	11355	-	CDS	CDS	putative lipoprotein lprE		
MA3A0122S_0967	12018	13814	+	CDS	CDS	ATP-dependent DEAD-box RNA helicase DeaD	deaD	3.6.1.-
MA3A0122S_0968	13892	15007	+	CDS	CDS	acyltransferase, putative		2.3.1.-
MA3A0122S_0969	16802	15561	-	CDS	CDS	putative cytochrome p450		
MA3A0122S_0970	18216	16849	-	CDS	CDS	glycolate oxidase, subunit GlcD	glcD	1.1.3.15
MA3A0122S_0971	19046	18213	-	CDS	CDS	carveol dehydrogenase	limC2	1.1.1.275
MA3A0122S_0972	20328	19057	-	CDS	CDS	drug antiporter protein	tap	
MA3A0122S_0973	20800	20381	-	CDS	CDS	HIT family protein		
MA3A0122S_0974	21048	22085	+	CDS	CDS	putative mechanosensitive ion channel		
MA3A0122S_0975	22115	22321	+	CDS	CDS	putative membrane protein		
MA3A0122S_0976	22398	22916	+	CDS	CDS	hypothetical protein		
MA3A0122S_0977	24808	22913	-	CDS	CDS	multidrug resistance ABC transporter ATP-binding and permease protein		3.6.3.44
MA3A0122S_0978	26526	24805	-	CDS	CDS	multidrug resistance ABC transporter ATP-binding and permease protein		3.6.3.44
MA3A0122S_0979	26650	27210	+	CDS	CDS	putative lipoprotein lprB		
MA3A0122S_0980	27207	27764	+	CDS	CDS	putative LIPOPROTEIN LPRC		
MA3A0122S_0981	27797	28315	+	CDS	CDS	hypothetical protein		
MA3A0122S_0982	28838	28326	-	CDS	CDS	phosphohistidine phosphatase		3.1.3.-
MA3A0122S_0983	28973	30157	+	CDS	CDS	DNA repair exonuclease SbcD	sbcD	3.1.11.-
MA3A0122S_0984	30154	32778	+	CDS	CDS	hypothetical protein		
MA3A0122S_0985	34067	32784	-	CDS	CDS	putative acyl-CoA dehydrogenase		
MA3A0122S_0986	35069	34392	-	CDS	CDS	transcriptional regulator, TetR family		
MA3A0122S_0987	35226	35624	+	CDS	CDS	hypothetical protein		
MA3A0122S_0988	35627	37186	+	CDS	CDS	cytochrome P450	cyc	
MA3A0122S_0989	38679	37339	-	CDS	CDS	cytochrome P450	cyp138	1.14.-.-
MA3A0122S_0990	38837	39403	+	CDS	CDS	hypothetical protein		
MA3A0122S_0991	39545	40774	+	CDS	CDS	arabinose polymer transporter	araJ	
MA3A0122S_0992	41370	40771	-	CDS	CDS	transcriptional regulator, TetR family		
MA3A0122S_0993	41449	42648	+	CDS	CDS	hypothetical protein		
MA3A0122S_0994	42673	43248	+	CDS	CDS	hypothetical protein		
MA3A0122S_0996	43449	45101	+	CDS	CDS	arginine--tRNA ligase	argS	6.1.1.19
MA3A0122S_0997	45236	46510	+	CDS	CDS	diaminopimelate decarboxylase		4.1.1.20
MA3A0122S_0998	46525	47811	+	CDS	CDS	homoserine dehydrogenase	hom	1.1.1.3
MA3A0122S_0999	47886	48875	+	CDS	CDS	threonine synthase	thrC	4.2.3.1
MA3A0122S_1000	48872	49792	+	CDS	CDS	homoserine kinase	thrB	2.7.1.39
MA3A0122S_1001	50121	52061	+	CDS	CDS	transcription termination factor Rho	rho	3.6.4.-
MA3A0122S_1002	52435	52899	+	CDS	CDS	hypothetical protein		
MA3A0122S_1003	53102	52872	-	CDS	CDS	hypothetical protein		
MA3A0122S_1004	53544	53768	+	CDS	CDS	ribosomal protein L31		
MA3A0122S_1005	53863	54933	+	CDS	CDS	peptide chain release factor 1	prfA	
MA3A0122S_1006	54930	55775	+	CDS	CDS	protein-(glutamine-N5) methyltransferase, release factor-specific	prmC	2.1.1.-
MA3A0122S_1007	55845	56465	+	CDS	CDS	hypothetical protein		
MA3A0122S_1008	56481	57698	+	CDS	CDS	undecaprenyl-phosphate alpha-N-acetylglucosaminyltransferase	rfe	2.4.1.-
MA3A0122S_1009	57948	58394	+	CDS	CDS	hypothetical protein		
MA3A0122S_1010	58401	59174	+	CDS	CDS	ATP synthase F0, A subunit	atpB	3.6.3.14
MA3A0122S_1011	59237	59488	+	CDS	CDS	ATP synthase F0, C subunit	atpE	3.6.3.14
MA3A0122S_1012	59494	60027	+	CDS	CDS	ATP synthase subunit b		3.6.3.14
MA3A0122S_1013	60034	61380	+	CDS	CDS	ATP synthase F0, B subunit		3.6.3.14
MA3A0122S_1014	61427	63073	+	CDS	CDS	ATP synthase F1, alpha subunit	atpA	3.6.3.14
MA3A0122S_1015	63083	64009	+	CDS	CDS	ATP synthase F1, gamma subunit	atpG	3.6.3.14
MA3A0122S_1016	64030	65460	+	CDS	CDS	ATP synthase F1, beta subunit	atpD	3.6.3.14
MA3A0122S_1017	65494	65859	+	CDS	CDS	ATP synthase F1, epsilon subunit	atpC	3.6.3.14
MA3A0122S_1018	65913	66329	+	CDS	CDS	hypothetical protein		
MA3A0122S_1019	66927	66352	-	CDS	CDS	hypothetical protein		
MA3A0122S_1020	67024	68277	+	CDS	CDS	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	murA	2.5.1.7
MA3A0122S_1024	74248	75117	+	CDS	CDS	putative CONSERVED TRANSMEMBRANE PROTEIN		
MA3A0122S_1025	76721	75114	-	CDS	CDS	adenylate cyclase	cyaA2	4.6.1.1
MA3A0122S_1026	76860	77456	+	CDS	CDS	hypothetical protein		
MA3A0122S_1027	77458	77763	+	CDS	CDS	hypothetical protein		
MA3A0122S_1028	78243	77770	-	CDS	CDS	methylmalonyl-CoA epimerase	mce	5.1.99.1
MA3A0122S_1029	78456	79493	+	CDS	CDS	acetyl-CoA acetyltransferase	phbA	2.3.1.9
MA3A0122S_1030	79555	79908	+	CDS	CDS	putative transmembrane protein		
MA3A0122S_1031	79963	80865	+	CDS	CDS	hypothetical protein		
MA3A0122S_1032	82345	80891	-	CDS	CDS	putative LIPOPROTEIN PEPTIDASE LPQM		
MA3A0122S_1033	84585	82399	-	CDS	CDS	1,4-alpha-glucan branching enzyme	glgB	2.4.1.18
MA3A0122S_1034	86675	84603	-	CDS	CDS	putative glucanase GlgE		
MA3A0122S_1035	86853	89483	+	CDS	CDS	glycogen phosphorylase	glgP	2.4.1.1
MA3A0122S_1036	90991	89495	-	CDS	CDS	putative LIPOPROTEIN PEPTIDASE LPQM		
MA3A0122S_1037	93032	90960	-	CDS	CDS	ATP-dependent helicase DinG	dinG	3.6.1.-
MA3A0122S_1038	93595	93041	-	CDS	CDS	pyrazinamidase/nicotinamidas pnca	pncA	3.5.1.-
MA3A0122S_1039	94148	93621	-	CDS	CDS	hypothetical protein		
MA3A0122S_1040	95536	94232	-	CDS	CDS	nicotinate phosphoribosyltransferase	pncB	2.4.2.11
MA3A0122S_1041	95654	95956	+	CDS	CDS	ATP-dependent Clp protease adapter protein ClpS	clpS	
MA3A0122S_1042	95968	96555	+	CDS	CDS	hypothetical protein		
MA3A0122S_1043	96552	97544	+	CDS	CDS	endo-type 6-aminohexanoate oligomer hydrolase		3.-.-.-
MA3A0122S_1044	97582	97995	+	CDS	CDS	cysO-cysteine peptidase	mec	
MA3A0122S_1045	98014	98286	+	CDS	CDS	hypothetical protein		
MA3A0122S_1046	98293	99267	+	CDS	CDS	cysteine synthase	cysM	2.5.1.47
MA3A0122S_1047	99264	99941	+	CDS	CDS	peptidase, S54 family		3.4.21.-
MA3A0122S_1048	99938	100786	+	CDS	CDS	glutamate racemase	murI	5.1.1.3
MA3A0122S_1049	100931	101599	+	CDS	CDS	metal-dependent hydrolases of the beta-lactamase superfamily III		3.1.6.1
MA3A0122S_1050	101694	102425	+	CDS	CDS	ribonuclease PH	rph	2.7.7.56
MA3A0122S_1051	102439	103059	+	CDS	CDS	non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family	rdgB	3.6.1.-
MA3A0122S_1052	104077	103142	-	CDS	CDS	putative oxidoreductase		
MA3A0122S_1053	104514	104152	-	CDS	CDS	hypothetical protein		
MA3A0122S_1054	104843	104511	-	CDS	CDS	hypothetical protein		
MA3A0122S_1056	105254	107050	+	CDS	CDS	acyl-CoA synthetase		2.3.1.86
MA3A0122S_1057	107200	108660	+	CDS	CDS	hypothetical protein		
MA3A0122S_1058	108657	109406	+	CDS	CDS	hypothetical protein		
MA3A0122S_1059	109429	112740	+	CDS	CDS	hypothetical protein		
MA3A0122S_1060	113522	112737	-	CDS	CDS	putative enoyl-CoA hydratase		
MA3A0122S_1061	113617	114168	+	CDS	CDS	tetR-family transcriptional regulator		
MA3A0122S_1062	114165	115682	+	CDS	CDS	molybdopterin oxidoreductase		
MA3A0122S_1063	115712	115936	+	CDS	CDS	transposase		
MA3A0122S_1064	116014	116853	+	CDS	CDS	transposase		
MA3A0122S_1065	116907	117746	+	CDS	CDS	molybdopterin oxidoreductase Fe4S4 domain protein		
MA3A0122S_1066	119170	117743	-	CDS	CDS	pentachlorophenol monooxygenase	pcpB2	1.14.13.50
MA3A0122S_1067	119739	119167	-	CDS	CDS	regulatory protein, TetR family		
MA3A0122S_1068	120478	119771	-	CDS	CDS	putative transcriptional regulator		
MA3A0122S_1069	120636	120475	-	CDS	CDS	hypothetical protein		
MA3A0122S_1070	120693	121820	+	CDS	CDS	putative FAD dependent oxidoreductase		
MA3A0122S_1071	121849	122535	+	CDS	CDS	putative phosphatase		
MA3A0122S_1072	122563	123582	+	CDS	CDS	2-aminoethylphosphonate transporter, periplasmic-binding component	phnS	
MA3A0122S_1073	123680	124792	+	CDS	CDS	ABC superfamily ATP binding cassette transporter, ABC protein		3.6.3.-
MA3A0122S_1074	124858	125685	+	CDS	CDS	2-aminoethylphosphonate ABC transporter, permease protein	phnU	
MA3A0122S_1075	125687	126484	+	CDS	CDS	putative membrane component of 2-aminoethylphosphonate transporter		
MA3A0122S_1076	126518	126715	+	CDS	CDS	hypothetical protein		
MA3A0122S_1077	127269	126775	-	CDS	CDS	enoyl-CoA hydratase	nodN	4.2.1.17
MA3A0122S_1078	127365	128060	+	CDS	CDS	hypothetical protein		
MA3A0122S_1079	128819	128067	-	CDS	CDS	putative HTH-type transcriptional regulator		
MA3A0122S_1080	129001	128864	-	CDS	CDS	hypothetical protein		
MA3A0122S_1081	129086	130837	+	CDS	CDS	hypothetical protein		
MA3A0122S_1082	130933	131730	+	CDS	CDS	putative hydrolase		
MA3A0122S_1083	131841	132557	+	CDS	CDS	hypothetical protein		
MA3A0122S_1084	133573	142851	+	CDS	CDS	fatty-acid synthase	fas	2.3.1.-
MA3A0122S_1085	142848	143255	+	CDS	CDS	holo-[acyl-carrier-protein] synthase	acpS	2.7.8.7
MA3A0122S_1086	143288	143773	+	CDS	CDS	mutT/NUDIX-family protein		
MA3A0122S_1087	144342	143869	-	CDS	CDS	bacterioferritin comigratory protein	bcp	1.11.1.15
MA3A0122S_1088	144427	144663	+	CDS	CDS	putative CONSERVED MEMBRANE PROTEIN		
MA3A0122S_1089	145513	144683	-	CDS	CDS	omt		
MA3A0122S_1090	145567	146193	+	CDS	CDS	hypothetical protein		
MA3A0122S_1091	146295	146678	+	CDS	CDS	hypothetical protein		
MA3A0122S_1092	149578	146675	-	CDS	CDS	putative membrane protein		
MA3A0122S_1093	149680	150930	+	CDS	CDS	putative two-component histidine kinase		
MA3A0122S_1094	150923	151579	+	CDS	CDS	response regulator	narP	
MA3A0122S_1095	152070	151582	-	CDS	CDS	putative MEMBRANE PROTEIN		
MA3A0122S_1096	153356	152067	-	CDS	CDS	hypothetical protein		
MA3A0122S_1097	153990	153415	-	CDS	CDS	transcriptional regulator, TetR family		
MA3A0122S_1098	154130	154987	+	CDS	CDS	3-hydroxybutyrate dehydrogenase	bdhA	1.1.1.30
MA3A0122S_1099	154984	156432	+	CDS	CDS	monooxygenase		1.14.-.-
MA3A0122S_1100	157254	156439	-	CDS	CDS	putative 2,5-diketo-D-gluconate reductase		
MA3A0122S_1101	157430	157284	-	CDS	CDS	hypothetical protein		
MA3A0122S_1102	157937	157464	-	CDS	CDS	hypothetical protein		
MA3A0122S_1103	158410	159588	+	CDS	CDS	hypothetical protein		
MA3A0122S_1104	160220	159585	-	CDS	CDS	hypothetical protein		
MA3A0122S_1105	160673	160470	-	CDS	CDS	hypothetical protein		
MA3A0122S_1106	160915	160709	-	CDS	CDS	hypothetical protein		
MA3A0122S_1107	161346	160903	-	CDS	CDS	hypothetical protein		
MA3A0122S_1108	161812	161432	-	CDS	CDS	hypothetical protein		
MA3A0122S_1109	162981	162187	-	CDS	CDS	hypothetical protein		
MA3A0122S_1110	163235	163474	+	CDS	CDS	hypothetical protein		
MA3A0122S_1111	163474	164361	+	CDS	CDS	hypothetical protein		
MA3A0122S_1112	164494	164372	-	CDS	CDS	hypothetical protein		
MA3A0122S_1113	164507	165229	+	CDS	CDS	hypothetical protein		
MA3A0122S_1114	165231	165530	+	CDS	CDS	hypothetical protein		
MA3A0122S_1115	165527	165712	+	CDS	CDS	hypothetical protein		
MA3A0122S_1116	165762	166283	+	CDS	CDS	helix-turn-helix family protein		
MA3A0122S_1117	166361	166669	+	CDS	CDS	bacteriophage protein		
MA3A0122S_1118	166666	166863	+	CDS	CDS	hypothetical protein		
MA3A0122S_1119	166860	167144	+	CDS	CDS	hypothetical protein		
MA3A0122S_1120	167141	167293	+	CDS	CDS	hypothetical protein		
MA3A0122S_1121	167335	167469	+	CDS	CDS	hypothetical protein		
MA3A0122S_1122	167445	167696	+	CDS	CDS	hypothetical protein		
MA3A0122S_1123	167693	167842	+	CDS	CDS	hypothetical protein		
MA3A0122S_1124	168020	168226	+	CDS	CDS	hypothetical protein		
MA3A0122S_1125	168217	168366	+	CDS	CDS	hypothetical protein		
MA3A0122S_1126	168363	168497	+	CDS	CDS	hypothetical protein		
MA3A0122S_1127	168494	169696	+	CDS	CDS	hypothetical protein		
MA3A0122S_1128	169700	169825	+	CDS	CDS	putative membrane protein		
MA3A0122S_1129	169866	170315	+	CDS	CDS	hypothetical protein		
MA3A0122S_1130	170312	171094	+	CDS	CDS	bacteriophage protein		
MA3A0122S_1131	171124	171348	+	CDS	CDS	transposase		
MA3A0122S_1132	171426	171571	+	CDS	CDS	transposase		
MA3A0122S_1133	1	184	+	CDS	CDS	transposase		
MA3A0122S_1134	237	1028	+	CDS	CDS	hypothetical protein		
MA3A0122S_1135	1079	1693	+	CDS	CDS	hypothetical protein		
MA3A0122S_1136	1715	2545	+	CDS	CDS	hypothetical protein		
MA3A0122S_1137	2545	3117	+	CDS	CDS	hypothetical protein		
MA3A0122S_1138	3216	3449	+	CDS	CDS	bacteriophage protein		
MA3A0122S_1139	3449	3715	+	CDS	CDS	hypothetical protein		
MA3A0122S_1140	3736	4092	+	CDS	CDS	hypothetical protein		
MA3A0122S_1141	4261	4746	+	CDS	CDS	phage associated		
MA3A0122S_1142	4877	5107	+	CDS	CDS	hypothetical protein		
MA3A0122S_1143	5224	5535	+	CDS	CDS	hypothetical protein		
MA3A0122S_1144	5546	9559	+	CDS	CDS	bacteriophage tape measure protein		
MA3A0122S_1145	9563	10672	+	CDS	CDS	hypothetical protein		
MA3A0122S_1146	10675	12471	+	CDS	CDS	hypothetical protein		
MA3A0122S_1147	12567	13004	+	CDS	CDS	bacteriophage protein		
MA3A0122S_1148	13135	14082	+	CDS	CDS	hypothetical protein		
MA3A0122S_1149	14082	18206	+	CDS	CDS	hypothetical protein		
MA3A0122S_1150	18217	18615	+	CDS	CDS	hypothetical protein		
MA3A0122S_1151	18618	19838	+	CDS	CDS	hypothetical protein		
MA3A0122S_1152	19920	20291	+	CDS	CDS	hypothetical protein		
MA3A0122S_1153	20516	21925	+	CDS	CDS	putative secreted chitinase		
MA3A0122S_1154	21922	22338	+	CDS	CDS	hypothetical protein		
MA3A0122S_1155	22389	23300	+	CDS	CDS	hypothetical protein		
MA3A0122S_1156	24003	25163	+	CDS	CDS	hypothetical protein		
MA3A0122S_1157	26355	26035	-	CDS	CDS	hypothetical protein		
MA3A0122S_1158	26659	26778	+	CDS	CDS	bacteriophage protein		
MA3A0122S_1159	26841	27191	+	CDS	CDS	hypothetical protein		
MA3A0122S_1160	27603	27929	+	CDS	CDS	hypothetical protein		
MA3A0122S_1161	28243	28004	-	CDS	CDS	ubiD family decarboxylase		
MA3A0122S_1162	29434	28259	-	CDS	CDS	hypothetical protein		
MA3A0122S_1163	29707	29435	-	CDS	CDS	hypothetical protein		
MA3A0122S_1165	30076	31224	+	CDS	CDS	putative conserved lipoprotein lppS		
MA3A0122S_1166	32181	31294	-	CDS	CDS	hypothetical protein		
MA3A0122S_1169	33567	32827	-	CDS	CDS	oligoribonuclease	orn	3.1.-.-
MA3A0122S_1170	33581	35107	+	CDS	CDS	conserved ATP-binding protein		
MA3A0122S_1171	36096	35146	-	CDS	CDS	hypothetical protein		
MA3A0122S_1172	36223	36900	+	CDS	CDS	transcriptional regulator, TetR family		
MA3A0122S_1173	37682	36879	-	CDS	CDS	oxidoreductase, short-chain dehydrogenase/reductase family		1.-.-.-
MA3A0122S_1174	37793	39112	+	CDS	CDS	hypothetical protein		
MA3A0122S_1175	39852	39109	-	CDS	CDS	hypothetical protein		
MA3A0122S_1176	39988	41355	+	CDS	CDS	C4-dicarboxylate transporter, daacs family		
MA3A0122S_1177	41456	42448	+	CDS	CDS	bacteriophage protein		
MA3A0122S_1178	44288	42453	-	CDS	CDS	putative amino acid permease		
MA3A0122S_1179	44470	44787	+	CDS	CDS	putative CONSERVED SECRETED PROTEIN		
MA3A0122S_1180	46669	44810	-	CDS	CDS	sulfate adenylate transferase, large subunit/adenylylsulfate kinase		2.7.7.4
MA3A0122S_1181	47604	46687	-	CDS	CDS	sulfate adenylyltransferase subunit 2		2.7.7.4
MA3A0122S_1182	48404	47601	-	CDS	CDS	putative sulfotransferase		
MA3A0122S_1183	49842	48481	-	CDS	CDS	putative SULFATASE		
MA3A0122S_1184	51130	49931	-	CDS	CDS	putative ATPase		
MA3A0122S_1185	53553	51208	-	CDS	CDS	transcriptional accessory protein Tex	tex	
MA3A0122S_1186	53632	54270	+	CDS	CDS	lipoprotein LppI	lppI	
MA3A0122S_1187	55098	54277	-	CDS	CDS	hypothetical protein		
MA3A0122S_1188	55118	55867	+	CDS	CDS	bacterial regulatory s, tetR family protein		
MA3A0122S_1189	56232	55888	-	CDS	CDS	hypothetical protein		
MA3A0122S_1190	56425	57387	+	CDS	CDS	cAMP-binding protein		
MA3A0122S_1191	57810	61292	+	CDS	CDS	hypothetical protein		
MA3A0122S_1192	62007	62228	+	CDS	CDS	hypothetical protein		
MA3A0122S_1193	62629	62886	+	CDS	CDS	hypothetical protein		
MA3A0122S_1194	63854	62943	-	CDS	CDS	putative S-adenosyl-L-methionine-dependent methyltransferase		
MA3A0122S_1195	64658	64137	-	CDS	CDS	hypothetical protein		
MA3A0122S_1196	64971	65534	+	CDS	CDS	hypothetical protein		
MA3A0122S_1197	65525	65860	+	CDS	CDS	hypothetical protein		
MA3A0122S_1198	67765	65882	-	CDS	CDS	putative cysteine desulfurase 1		
MA3A0122S_1199	68675	67752	-	CDS	CDS	major membrane protein 1	mmpI	
MA3A0122S_1200	69092	70363	+	CDS	CDS	hypothetical protein		
MA3A0122S_1201	71403	70360	-	CDS	CDS	histidinol-phosphate transaminase		2.6.1.9
MA3A0122S_1205	1	2664	+	CDS	CDS	hypothetical protein		
MA3A0122S_1207	3619	5628	+	CDS	CDS	copper resistance D domain-containing protein/Cytochrome c oxidase caa3 assembly factor	copD	
MA3A0122S_1208	7235	5625	-	CDS	CDS	allophanate hydrolase	atzF	3.5.1.54
MA3A0122S_1209	7449	7910	+	CDS	CDS	single-stranded DNA-binding protein		
MA3A0122S_1210	8027	9700	+	CDS	CDS	heme ABC exporter, ATP-binding protein CcmA		3.6.3.41
MA3A0122S_1211	9928	14598	+	CDS	CDS	putative NAD-DEPENDENT GLUTAMATE DEHYDROGENASE GDH		
MA3A0122S_1212	14606	15061	+	CDS	CDS	hypothetical protein		
MA3A0122S_1213	15058	15705	+	CDS	CDS	hypothetical protein		
MA3A0122S_1214	16158	15769	-	CDS	CDS	putative quercetin 2,3-dioxygenase		
