	76747_LBU_1691.faa			(S)-2-hydroxy-acid oxidase chain D	(S)-2-hydroxy-acid oxidase chain D
	69174_R0052_00695.faa			NAD-dependent deacetylase	NAD-dependent deacetylase
	69177_R0052_00710.faa			NAD-dependent deacetylase	NAD-dependent deacetylase
	4545_EF_0646.faa			NAD-dependent epimerase/dehydratase family protein	NAD-dependent epimerase/dehydratase family protein
	5255_EF_1390.faa			NAD-dependent formate dehydrogenase, alpha subunit	NAD-dependent formate dehydrogenase, alpha subunit
	5254_EF_1389.faa			NAD-dependent formate dehydrogenase, beta subunit, putative	NAD-dependent formate dehydrogenase, beta subunit, putative
	5253_EF_1388.faa			NAD-dependent formate dehydrogenase, gamma subunit, putative	NAD-dependent formate dehydrogenase, gamma subunit, putative
	135356_LBP_cg2908.faa			NAD-independent L-lactate dehydrogenase	NAD-independent L-lactate dehydrogenase
	21211_LBUL_0201.faa			NAD(P)-dependent oxidoreductase	predicted dehydrogenase related protein
	138042_LRI_0409.faa			NAD(P)H dehydrogenase	NAD(P)H dehydrogenase (quinone)
	163606_LSJ_0293.faa			NAD(P)H oxidoreductase YRKL	NAD(P)H oxidoreductase YRKL
	152956_lhe_1499.faa			NADB- and FMN-binding domain-containing protein	NADB- and FMN-binding domain-containing protein
	152957_lhe_1500.faa			NADB-binding domain-containing protein	NADB-binding domain-containing protein
	91293_CAR_c24690.faa			NADH dehydrogenase	NADH dehydrogenase
	147898_LOCK908_2362.faa			NADH dehydrogenase in cluster with putative pheromone precursor	NADH dehydrogenase in cluster with putative pheromone precursor
	147900_LOCK908_2364.faa			NADH dehydrogenase in cluster with putative pheromone precursor	NADH dehydrogenase in cluster with putative pheromone precursor
	76753_LBU_1697.faa			NADH nitroreductase	NADH nitroreductase
	44447_JDM1_0628.faa			NADH oxidase	NADH oxidase
	44448_JDM1_0629.faa			NADH oxidase	NADH oxidase
	47571_LCA_0802.faa			NADH oxidase	NADH oxidase
	137557_LBFF_1962.faa			NADH oxidase	NADH oxidase
	139296_LRI_1663.faa			NADH oxidase	NADH oxidase
	139297_LRI_1664.faa			NADH oxidase	NADH oxidase
	139298_LRI_1665.faa			NADH oxidase	NADH oxidase
	141151_Lp16_1492.faa			NADH oxidase	NADH oxidase
	141152_Lp16_1493.faa			NADH oxidase	NADH oxidase
	154992_N134_08935.faa			NADH oxidase	NADH oxidase
	45437_JDM1_1619.faa			NADH oxidase (putative)	NADH oxidase (putative)
	163500_LSJ_0166c.faa			NADH peroxidase	NADH peroxidase
	92519_lp_1350.faa			NADH-dependent flavin oxidoreductase	NADH:flavin oxidoreductase/NADH oxidase
	136721_LBFF_1122.faa			NADH-dependent oxidoreductase	NADH-dependent oxidoreductase
	72027_LDBND_0982.faa			NADP oxidoreductase, coenzyme F420-dependent	NADP oxidoreductase, coenzyme F420-dependent
	104038_LRC_19710.faa			NADPH-dependent FMN reductase	NADPH-dependent FMN reductase
	127788_zj316_3074.faa			NADPH-dependent FMN reductase family protein	NADPH-dependent FMN reductase family protein
	127789_zj316_3075.faa			NADPH-dependent FMN reductase family protein	NADPH-dependent FMN reductase family protein
	1928_L33417.faa			NADPH:quinone reductase	hypothetical protein
	1929_L34092.faa			NADPH:quinone reductase	oxidoreductase
	19783_OEOE_0495.faa			NADPH:quinone reductase	NADPH:quinone reductase-like Zn-dependent oxidoreductase
	31097_PEPE_0702.faa			NADPH:quinone reductase	NADPH:quinone reductase related Zn-dependent oxidoreductase
	35192_LACR_0240.faa			NADPH:quinone reductase	NADPH:quinone reductase related Zn-dependent oxidoreductase
	174693_LOOC260_100190.faa			NADPH:quinone reductase	NADPH:quinone reductase
	175907_LOOC260_112750.faa			NADPH:quinone reductase	NADPH:quinone reductase
	176764_LOOC260_121650.faa			NagC protein	ROK family protein
	103673_LRC_15770.faa			negative regulator of flagellin synthesis	negative regulator of flagellin synthesis
	103946_LRC_18700.faa			neopullulanase	neopullulanase
	103946_LRC_18700.faa			cyclomaltodextrinase	cyclomaltodextrinase
	103946_LRC_18700.faa			maltogenic alpha-amylase	maltogenic alpha-amylase
	90318_CAR_c14880.faa			NERD domain-containing protein	NERD domain-containing protein
	129870_LVISKB_1880.faa			neutral endopeptidase	neutral endopeptidase
	32553_LSEI_0360.faa			nickase	hypothetical protein
	76358_LBU_1302.faa			nickase	nickase
	142501_Lp16_C032.faa			nicking enzyme TraA protein	nicking enzyme TraA protein
	128307_LVISKB_0317.faa			nicotinamide mononucleotide transporter	nicotinamide Mononucleotide Transporter
	130537_LVISKB_P5-0026.faa			nicotinate phosphoribosyltransferase	nicotinate phosphoribosyltransferase
	120_SPy_0165.faa			nicotine adenine dinucleotide glycohydrolase precursor	nicotine adenine dinucleotide glycohydrolase precursor
	113525_MPTP_1505.faa			nisin biosynthesis regulatory protein NisR	nisin biosynthesis regulatory protein NisR
	135467_LBP_p2g017.faa			nisin resistance protein	Nisin resistance protein
	167014_LACWKB8_1585.faa			nitrate/nitrite transporter	nitrate/nitrite transporter
	126746_zj316_2032.faa			nitrate/sulfonate/bicarbonate ABC transporter, permease protein	nitrate/sulfonate/bicarbonate ABC transporter,permease protein
	126747_zj316_2033.faa			nitrate/sulfonate/bicarbonate ABC transporter, permease protein	nitrate/sulfonate/bicarbonate ABC transporter,permease protein
	132490_LBP_cg0042.faa			nitrobenzoate reductase	nitrobenzoate reductase
	3165_L102062.faa			nitroreductase	transcriptional regulator
	65832_LBPG_01968.faa			nitroreductase	nitroreductase
	74526_LBHH_1506.faa			nitroreductase	nitroreductase
	77913_LAC30SC_05575.faa			nitroreductase	nitroreductase
	135448_LBP_p1g048.faa			nitroreductase	nitroreductase
	56655_LC705_02014.faa			NLP/P60 protein	NLP/P60
	101874_WKK_05250.faa			NLP/P60 protein	NLP/P60 protein
	139636_LRI_2003.faa			NLP/P60 protein	NLP/P60 protein
	175101_LOOC260_104430.faa			NLP/P60 protein	NLP/P60 protein
	175983_LOOC260_113530.faa			NLP/P60 protein	NLP/P60 protein
	79990_HMPREF9243_1304.faa			NLPA lipoprotein	NLPA lipoprotein
	80116_HMPREF9243_1473.faa			NLPA lipoprotein	NLPA lipoprotein
	176457_LOOC260_118570.faa			NlpC/P60 family hydrolase	NlpC/P60 family peptidase
	100618_WANG_p1043.faa			NlpC/P60 family hydrolase	NlpC/P60 family protein
	176360_LOOC260_117600.faa			NmrA family transcriptional regulator	NmrA family protein
	38001_lhv_0669.faa			non-ribosomal peptide synthetase	non-ribosomal peptide synthetase
	138676_LRI_1043.faa			NrdI family protein	NrdI family protein
	112106_MPTP_0016.faa			NtrC family transcriptional regulator, ATPase domain	NtrC family transcriptional regulator, ATPase domain
	112843_MPTP_0786.faa			NtrC family transcriptional regulator, ATPase domain	NtrC family transcriptional regulator, ATPase domain
	112844_MPTP_0787.faa			NtrC family transcriptional regulator, ATPase domain	NtrC family transcriptional regulator, ATPase domain
	37362_LACR_A08.faa			nucleoid DNA-binding protein	nucleoid DNA-binding protein
	25882_LEUM_1455.faa			nucleoside 2-deoxyribosyltransferase	nucleoside 2-deoxyribosyltransferase
	113816_MPTP_1831.faa			nucleoside transport protein	nucleoside permease NupC
	94843_LJP_0343.faa			nucleoside-diphosphate-sugar epimerase	nucleoside-diphosphate-sugar epimerase
	116666_LBUCD034_0141.faa			nucleoside-diphosphate-sugar epimerase	nucleoside-diphosphate-sugar epimerase
	102293_LRC_01090.faa			nucleotide sugar dehydrogenase	nucleotide sugar dehydrogenase
	138482_LRI_0849.faa			nucleotide sugar synthetase-like protein	nucleotide sugar synthetase-like protein
	138483_LRI_0850.faa			nucleotide sugar synthetase-like protein	nucleotide sugar synthetase-like protein
	163412_LSJ_0071.faa			nucleotide sugar synthetase-like protein, putative	nucleotide sugar synthetase-like protein, putative
	79457_HMPREF9243_0660.faa			nucleotidyl transferase	nucleotidyl transferase
	29153_STER_0543.faa			nucleotidyltransferase	nucleotidyltransferase/DNA polymerase involved in DNA repair
	167876_P906_03545.faa			nucleotidyltransferase	nucleotidyltransferase
	136364_LBFF_0756.faa			nucleotidyltransferase/DNA polymerase for DNA repair	nucleotidyltransferase/DNA polymerase for DNA repair
	136365_LBFF_0757.faa			nucleotidyltransferase/DNA polymerase for DNA repair	nucleotidyltransferase/DNA polymerase for DNA repair
	25565_LEUM_1132.faa			NUDIX family hydrolase	NUDIX family hydrolase
	28974_STER_0336.faa			NUDIX family hydrolase	NUDIX family hydrolase
	30405_STER_1964.faa			NUDIX family hydrolase	Nudix family protein
	159059_LBH_1773.faa			NUDIX family hydrolase	Nudix family protein
	166965_LACWKB8_1536.faa			NUDIX family hydrolase	Nudix hydrolase family protein
	168158_P906_05080.faa			NUDIX family hydrolase	NUDIX hydrolase
	75362_LBU_0306.faa			O-acetylhomoserine aminocarboxypropyltransferase	O-acetylhomoserine (Thiol)-lyase
	176832_LOOC260_122330.faa			O-acetylhomoserine aminocarboxypropyltransferase	O-acetylhomoserine aminocarboxypropyltransferase
	21017_OEOE_1851.faa			O-acetyltransferase family protein	O-acetyltransferase family protein
	79676_HMPREF9243_0918.faa			O-antigen polymerase	O-antigen polymerase
	25197_LEUM_0754.faa			O-succinylbenzoate synthase	O-succinylbenzoate synthase
	136659_LBFF_1060.faa			O-succinylbenzoate--CoA ligase	O-succinylbenzoate--CoA ligase
	160054_LBH_1440.faa			octaprenyl-diphosphate synthase-like protein	octaprenyl-diphosphate synthase-like protein
	160056_LBH_1442.faa			octaprenyl-diphosphate synthase-like protein	octaprenyl-diphosphate synthase-like protein
	90229_CAR_c13990.faa			oligo-1,6-glucosidase	oligo-1,6-glucosidase
	90230_CAR_c14000.faa			oligo-1,6-glucosidase	oligo-1,6-glucosidase
	119712_LCA12A_2272.faa			oligo-1,6-glucosidase	oligo-1,6-glucosidase
	29811_STER_1297.faa			oligoendopeptidase F	oligoendopeptidase F
	99329_WANG_0662.faa			oligopeptide ABC superfamily ATP binding cassette transporter, binding protein	oligopeptide ABC superfamily ATP binding cassette transporter, binding protein
	28824_STER_0145.faa			oligopeptide ABC transporter ATP-binding protein	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component
	50425_LCABL_18240.faa			oligopeptide ABC transporter permease protein	oligopeptide ABC transporter, permease protein
	50426_LCABL_18250.faa			oligopeptide ABC transporter permease protein	oligopeptide ABC transporter, permease protein
	26254_LEUM_1843.faa			oligopeptide ABC transporter substrate-binding protein	ABC-type oligopeptide transport system, periplasmic component
	76271_LBU_1215.faa			oligopeptide ABC transporter substrate-binding protein	oligopeptide ABC transporter, substrate binding protein
	81138_LAB52_02625.faa			oligopeptide ABC transporter substrate-binding protein	oligopeptide ABC transporter, oligopeptide-binding protein
	75271_LBU_0215.faa			oligopeptide binding protein	oligopeptide binding protein
	75272_LBU_0216.faa			oligopeptide binding protein	oligopeptide binding protein
	75273_LBU_0217.faa			oligopeptide binding protein	oligopeptide binding protein
	75411_LBU_0355.faa			oligopeptide binding protein	oligopeptide binding protein
	75645_LBU_0589.faa			oligopeptide binding protein	oligopeptide binding protein
	76269_LBU_1213.faa			oligopeptide binding protein	oligopeptide binding protein
	76466_LBU_1410.faa			oligopeptide binding protein	oligopeptide binding protein
	42514_LCAZH_2947.faa			oligopeptide transport ATP-binding protein OppF	oligopeptide transport ATP-binding protein OppF
	128008_LVISKB_0018.faa			oligopeptide-binding protein oppA	oligopeptide-binding protein oppA
	174917_LOOC260_102450.faa			oligosaccharide repeat unit polymerase Wzy	oligosaccharide repeat unit polymerase Wzy
	121832_BN194_02440.faa			oligosaccharide repeat unit transporter	oligosaccharide repeat unit transporter
	123770_BN194_21820.faa			oligosaccharide repeat unit transporter	oligosaccharide repeat unit transporter
	63286_LPST_C2366.faa			organophosphate reductase	organophosphate reductase
	74147_LBHH_1113.faa			ornithine decarboxylase chain A	ornithine decarboxylase chain A
	56323_LC705_01682.faa			ornithine decarboxylase, inducible	ornithine decarboxylase, inducible
	123424_BN194_18360.faa			ornithine decarboxylase, inducible	ornithine decarboxylase, inducible
	114609_TEH_06330.faa			ornithine/putrescine carbamoyltransferase	putative carbamoyltransferase
	159708_LBH_1083.faa			ornithine/putrescine carbamoyltransferase	ornithine carbamoyltransferase, catabolic
	89363_CAR_c04740.faa			OsmC family protein	OsmC family protein
	6947_EF_3201.faa			OsmC/Ohr family protein	OsmC/Ohr family protein
	148965_LOCK919_0445.faa			osmotically activated L-carnitine/choline ABC transporter, permease protein OpuCD	osmotically activated L-carnitine/choline ABC transporter, permease protein OpuCD
	99265_WANG_0598.faa			outer membrane lipoprotein	outer membrane lipoprotein
	16509_LRHM_1842.faa			oxaloacetate decarboxylase subunit gamma	oxaloacetate decarboxylase subunit gamma
	13050_LAF_0171.faa			oxidoreductase	oxidoreductase
	30283_STER_1822.faa			oxidoreductase	predicted redox protein, regulator of disulfide bond formation
	46331_JDM1_2514.faa			oxidoreductase	oxidoreductase
	63295_LPST_C2375.faa			oxidoreductase	oxidoreductase
	72028_LDBND_0983.faa			oxidoreductase	oxidoreductase
	110788_LBLM1_03920.faa			oxidoreductase	oxidoreductase
	115060_TEH_10840.faa			oxidoreductase	oxidoreductase
	115647_TEH_16710.faa			oxidoreductase	oxidoreductase
	134639_LBP_cg2191.faa			oxidoreductase	oxidoreductase
	137178_LBFF_1581.faa			oxidoreductase	oxidoreductase
	137745_LRI_0112.faa			oxidoreductase	oxidoreductase
	143925_LOCK900_1200.faa			oxidoreductase	oxidoreductase
	168109_P906_04815.faa			oxidoreductase	oxidoreductase
	170164_LBPC_1139.faa			oxidoreductase	oxidoreductase
	170165_LBPC_1140.faa			oxidoreductase	oxidoreductase
	173970_LBCZ_2073.faa			oxidoreductase	oxidoreductase
	46302_JDM1_2484.faa			oxidoreductase (putative)	oxidoreductase (putative)
	46303_JDM1_2486.faa			oxidoreductase (putative)	oxidoreductase (putative)
	112418_MPTP_0343.faa			oxidoreductase of aldo/keto reductase family, subgroup 1	oxidoreductase of aldo/keto reductase family, subgroup 1
	135783_LBFF_0157.faa			oxidoreductase, aldo/keto reductase family	oxidoreductase, aldo/keto reductase family
	93999_lp_3144.faa			oxidoreductase, C-terminal fragment	oxidoreductase, C-terminal fragment
	109536_PECL_1431.faa			oxidoreductase, FAD/NAD-binding domain protein	oxidoreductase, FAD/NAD-binding domain protein
	94000_lp_3145.faa			oxidoreductase, N-terminal fragment	oxidoreductase, N-terminal fragment
	136873_LBFF_1275.faa			oxidoreductase, short chain dehydrogenase/reductase family	oxidoreductase, short chain dehydrogenase/reductase family
	67591_HMPREF0538_20845.faa			oxidoreductase, zinc-binding dehydrogenase family protein	oxidoreductase, zinc-binding dehydrogenase family protein
	28716_LVIS_B11.faa			Oxyanion-translocating ATPase	Oxyanion-translocating ATPase
	135378_LBP_cg2930.faa			P-coumaric acid decarboxylase	P-coumaric acid decarboxylase
	135380_LBP_cg2932.faa			p-coumaric acid decarboxylase	p-coumaric acid decarboxylase
	132489_LBP_cg0041.faa			P-nitrobenzoate reductase	P-nitrobenzoate reductase
	72964_LDBND_1945.faa			paclitaxel/taxanoid biosynthesis susceptibility protein TS1	paclitaxel/taxanoid biosynthesis susceptibility protein TS1
	11059_LSL_2038.faa			PadR family transcriptional regulator	transcriptional regulator, PadR family
	91379_CAR_50p380.faa			PadR family transcriptional regulator	PadR family transcriptional regulator
	160025_LBH_1410.faa			PadR family transcriptional regulator	PadR family transcriptional regulator
	1530_SPy_1994.faa			acetyltransferase	pai1 protein (theoretical repressor)
	5691_EF_1859.faa			pantoate--beta-alanine ligase	pantoate--beta-alanine ligase
	176628_LOOC260_120280.faa			pantothenate kinase	putative pantothenate kinase
	80203_HMPREF9243_1575.faa			PAP2 family protein	PAP2 family protein
	6087_EF_2286.faa			ParB-like nuclease domain protein	ParB-like nuclease domain protein
	97775_Lbuc_1541.faa			pathogenesis-related transcriptional factor	Pathogenesis-related transcriptional factor and ERF protein
	167029_LACWKB8_1600.faa			PE_PGRS family protein	PE_PGRS family protein
	113736_MPTP_1720.faa			pectate lyase	pectate lyase
	112545_MPTP_0476.faa			pectinesterase	pectinesterase
	54651_LC705_00010.faa			pediocin PapC-like protein	pediocin PapC-like protein
	127207_zj316_2493.faa			penicillin V acylase family protein	penicillin V acylase family protein
	101816_WKK_04955.faa			penicillin V acylase-like amidase	penicillin V acylase-like amidase
	38845_lhv_1783.faa			penicillin-binding protein	penicillin-binding protein
	70685_R0052_09775.faa			penicillin-binding protein	penicillin-binding protein
	156873_T256_08605.faa			penicillin-binding protein	penicillin-binding protein
	166682_LACWKB8_1238.faa			penicillin-binding protein	penicillin-binding protein
	4787_EF_0905.faa			pentapeptide repeat family protein	pentapeptide repeat family protein
	26114_LEUM_1688.faa			peptidase	possible Thimet peptidase
	31955_PEPE_1600.faa			peptidase	hydrolase of the alpha/beta superfamily
	36556_LACR_1726.faa			peptidase	subtilisin-like serine protease
	157536_T285_02995.faa			peptidase	peptidase
	164116_LSJ_0864.faa			peptidase	peptidase
	168542_P906_07110.faa			peptidase C45	peptidase C45
	139764_Lp16_0080.faa			peptidase C56	ThiJ/PfpI family protein, Type 1 glutamine amidotransferase (GATase1)-like domain protein
	72608_LDBND_1579.faa			peptidase family M20A dipeptidase	peptidase family M20A dipeptidase
	132758_LBP_cg0310.faa			peptidase M10	peptidase M10
	132759_LBP_cg0311.faa			peptidase M10	peptidase M10
	153742_N134_02265.faa			peptidase M10	peptidase M10
	96736_Lbuc_0485.faa			hypothetical protein	peptidase M10A and M12B matrixin and adamalysin
	114109_TEH_01330.faa			succinyl-diaminopimelate desuccinylase	peptidase M20 family protein
	114110_TEH_01340.faa			succinyl-diaminopimelate desuccinylase	peptidase M20 family protein
	31194_PEPE_0799.faa			peptidase M23	enterolysin A, Metallo peptidase, MEROPS family M23B
	9332_LSL_0296.faa			peptidase M23	phage lysin
	155758_T256_02650.faa			peptidase M23	peptidase M23
	117374_LBUCD034_0911.faa			peptidase M23B	peptidase M23B
	67863_HMPREF0538_21118.faa			peptidase propeptide and YPEB domain protein	peptidase propeptide and YPEB domain protein
	118657_LBUCD034_2269.faa			peptidase S53 propeptide	peptidase S53 propeptide
	71611_LDBND_0560.faa			peptidase S58 DmpA	peptidase S58 DmpA
	71612_LDBND_0561.faa			peptidase S58, DmpA	peptidase S58, DmpA
	298_SPy_0416.faa			peptidase S8	putative cell envelope proteinase
	182669_HUO_05935.faa			peptidase S8	peptidase S8
	72772_LDBND_1747.faa			peptidase U34, dipeptidase	peptidase U34, dipeptidase
	6900_EF_3150.faa			peptidase, M16 family	peptidase, M16 family
	112455_MPTP_0381.faa			peptidase, M20/M25/M40 family	peptidase, M20/M25/M40 family
	68854_HMPREF0538_22113.faa			peptidase, M23 family	peptidase, M23 family
	6118_EF_2318.faa			peptidase, M23/M37 family	peptidase, M23/M37 family
	165053_LSJ_4022.faa			peptidase	peptidase
	165053_LSJ_4022.faa			phage lysin	phage lysin
	34458_LSEI_2384.faa			peptide ABC transporter ATP-binding protein	bacteriocin-processing peptidase, Cysteine peptidase, MEROPS family C39
	203_SPy_0276.faa			peptide ABC transporter ATP-binding protein	putative amino acid ABC transporter (ATP-binding protein)
	127814_zj316_3100.faa			peptide ABC transporter ATP-binding protein	putative oligopeptide transport ATP-binding protein oppF
	127815_zj316_3101.faa			peptide ABC transporter ATP-binding protein	putative oligopeptide ABC transporter, ATP-binding protein OppD
	25279_LEUM_0837.faa			peptide ABC transporter permease protein	ABC-type antimicrobial peptide transport system, permease component
	75410_LBU_0354.faa			peptide binding protein	peptide binding protein
	75864_LBU_0808.faa			peptide binding protein	peptide binding protein
	75865_LBU_0809.faa			peptide binding protein	peptide binding protein
	76467_LBU_1411.faa			peptide binding protein	peptide binding protein
	92023_lp_0740.faa			peptide chain release factor 2, N-terminal fragment (natural frameshift)	peptide chain release factor 2, N-terminal fragment (natural frameshift)
	89836_CAR_c09740.faa			peptide deformylase	peptide deformylase
	4284_EF_0347.faa			peptide methionine sulfoxide reductase domain protein	peptide methionine sulfoxide reductase domain protein
	89529_CAR_c06660.faa			peptide methionine sulfoxide reductase MsrA	peptide methionine sulfoxide reductase MsrA
	114232_TEH_02560.faa			peptide methionine sulfoxide reductase MsrA	peptide methionine sulfoxide reductase MsrA
	28973_STER_0335.faa			peptide synthetase	non-ribosomal peptide synthetase modules or related protein
	23618_LGAS_0895.faa			peptide-binding protein	TPR repeat protein
	168008_P906_04220.faa			peptide-binding protein	peptide-binding protein
	71161_LDBND_0104.faa			peptidoglycan binding domain protein	peptidoglycan binding domain protein
	90578_CAR_c17510.faa			peptidoglycan DL-endopeptidase CwlO	peptidoglycan DL-endopeptidase CwlO
	20134_OEOE_0882.faa			peptidoglycan interpeptide bridge formation protein	peptidoglycan interpeptide bridge formation enzyme
	97653_Lbuc_1415.faa			peptidoglycan-binding lysin domain protein	peptidoglycan-binding lysin domain protein
	20426_OEOE_1199.faa			peptidoglycan-binding protein	muramidase with LysM repeats
	135511_LBP_p3g011.faa			peptidoglycan-binding protein	peptidoglycan-binding protein
	179303_SH83_11990.faa			peptidoglycan-binding protein	peptidoglycan-binding protein
	19965_OEOE_0696.faa			peptidoglycan-binding protein LysM	aggregation promoting factor related surface protein
	110508_LBLM1_02295.faa			peptidoglycan-binding protein LysM	peptidoglycan-binding protein LysM
	154026_N134_03850.faa			peptidoglycan-binding protein LysM	peptidoglycan-binding protein LysM
	175368_LOOC260_107340.faa			peptidoglycan-binding protein LysM	peptidoglycan-binding protein LysM
	29269_STER_0676.faa			peptidyl-prolyl cis-trans isomerase	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family
	163776_LSJ_0507c.faa			Peptidyl-prolyl cis-trans isomerase	Peptidyl-prolyl cis-trans isomerase
	128009_LVISKB_0019.faa			periplasmic murein peptide-binding protein	periplasmic murein peptide-binding protein
	88956_CAR_c00360.faa			permease	permease
	112728_MPTP_0669.faa			permease	permease
	152976_lhe_1522.faa			permease domain-containing protein	permease domain-containing protein
	113916_MPTP_1935.faa			permease family protein	permease family protein
	73035_LDBND_2017.faa			major facilitator superfamily transporter	permease of the major facilitator superfamily
	136846_LBFF_1248.faa			major facilitator superfamily transporter	permease of the major facilitator superfamily
	136847_LBFF_1249.faa			major facilitator superfamily transporter	permease of the major facilitator superfamily
	112554_MPTP_0485.faa			major facilitator superfamily transporter	permease of the Na, galactoside symporter family
	5698_EF_1869.faa			ABC transporter permease protein	permease, putative
	120375_LCA12A_1306.faa			phage anti-repressor protein	phage anti-repressor protein
	9776_LSL_0744.faa			phage antirepressor	phage antirepressor
	9777_LSL_0745.faa			phage antirepressor	phage antirepressor
	9778_LSL_0746.faa			phage antirepressor	phage antirepressor
	9773_LSL_0741.faa			phage cI like repressor	phage cI like repressor
	98856_WANG_0189.faa			phage Cro/CI transcriptional regulator	phage Cro/CI transcriptional regulator
	165420_LSJ_3081c.faa			phage DNA binding protein	phage DNA binding protein
	68845_HMPREF0538_22104.faa			phage DNA packaging protein	phage DNA packaging protein
	9790_LSL_0758.faa			phage DNA polymerase	phage DNA polymerase
	9792_LSL_0760.faa			phage DNA primase	phage DNA primase
	9813_LSL_0781.faa			phage endonuclease	phage endonuclease
	172261_LBCZ_0364.faa			phage endonuclease	phage endonuclease
	134131_LBP_cg1683.faa			phage family protein	phage family protein
	110629_LBLM1_02980.faa			phage head morphogenesis protein	phage head morphogenesis protein
	36911_LACR_2102.faa			phage head protein	surface protein (Ig-like domains)
	108773_PECL_594.faa			phage head-tail joining family protein	phage head-tail joining family protein
	9820_LSL_0788.faa			phage head-tail joining protein	phage head-tail joining protein
	9822_LSL_0790.faa			phage head-tail joining protein	phage head-tail joining protein
	9784_LSL_0752.faa			phage helicase	phage helicase
	172595_LBCZ_0698.faa			phage helicase	phage helicase
	172570_LBCZ_0673.faa			phage holin	phage holin
	172726_LBCZ_0829.faa			phage holin	phage holin
	176037_LOOC260_114070.faa			phage holin	phage holin
	10223_LSL_1193.faa			phage immunity repressor	phage immunity repressor
	3363_L118462.faa			phage infection protein	phage infection protein
	113653_MPTP_1635.faa			phage infection protein	phage infection protein
	113654_MPTP_1636.faa			phage infection protein	phage infection protein
	113655_MPTP_1637.faa			phage infection protein	phage infection protein
	144758_LOCK900_2050.faa			phage infection protein	phage infection protein
	72301_LDBND_1263.faa			phage integrase	phage integrase
	139605_LRI_1972.faa			phage integrase	phage integrase
	163993_LSJ_0730.faa			phage integrase	phage integrase
	170453_LBPC_1428.faa			phage integrase	phage integrase
	165466_LSJ_3128c.faa			phage integrase/recombinase	phage integrase/recombinase
	172727_LBCZ_0830.faa			phage lysin	phage lysin
	174515_LBCZ_2618.faa			phage major capsid protein	phage major capsid protein
	9823_LSL_0791.faa			phage major tail protein	phage major tail protein
	9831_LSL_0799.faa			phage minor head protein	phage minor head protein
	2744_L63739.faa			phage minor structural protein	prophage pi2 protein 44
	102879_LRC_07380.faa			phage minor structural protein	phage minor structural protein
	170893_LBPC_1868.faa			phage minor tail protein	phage minor tail protein
	170896_LBPC_1871.faa			phage minor tail protein	phage minor tail protein
	143814_LOCK900_1086.faa			phage Mu protein F like protein	phage Mu protein F like protein
	9788_LSL_0756.faa			phage NTP-binding protein	phage NTP-binding protein
	170910_LBPC_1885.faa			phage portal protei	phage portal protei
	16146_LRHM_1473.faa			phage portal protein	phage portal protein
	169667_LBPC_0642.faa			phage portal protein	phage portal protein
	169668_LBPC_0643.faa			phage portal protein	phage portal protein
	170913_LBPC_1888.faa			phage portal protein	phage portal protein
	9791_LSL_0759.faa			phage primase	phage primase
	172555_LBCZ_0658.faa			phage protease	phage protease
	476_SPy_0660.faa			phage protein	hypothetical protein, phage associated
	44332_JDM1_0512.faa			phage protein	phage protein
	44792_JDM1_0974.faa			phage protein	phage protein
	49580_LCABL_09730.faa			phage protein	phage protein
	65432_LBPG_00832.faa			phage protein	phage protein
	65433_LBPG_00833.faa			phage protein	phage protein
	96297_Lbuc_0022.faa			phage protein	phage protein
	119871_LCA12A_0933.faa			phage protein	phage protein
	126786_zj316_2072.faa			phage protein	phage protein
	134445_LBP_cg1997.faa			phage protein	phage protein
	150957_LOCK919_2508.faa			phage protein	phage protein
	164070_LSJ_0816c.faa			phage protein	phage protein
	166701_LACWKB8_1261.faa			phage protein	phage protein
	175622_LOOC260_109890.faa			phage protein	gp10 protein
	130122_LVISKB_2132.faa			phage Related protein	phage Related protein
	113459_MPTP_1439.faa			phage related proteins	phage related proteins
	113456_MPTP_1436.faa			phage replication initiation	phage replication initiation
	126784_zj316_2070.faa			phage replication initiation protein	phage replication initiation protein
	169802_LBPC_0777.faa			phage replication protei	phage replication protei
	10222_LSL_1192.faa			phage repressor proteins	phage repressor proteins
	172719_LBCZ_0822.faa			phage resistance protein	phage resistance protein
	174112_LBCZ_2215.faa			phage resistance protein	phage resistance protein
	117388_LBUCD034_0925.faa			phage single-strand DNA binding protein	phage single-strand DNA binding protein
	34006_LSEI_1914.faa			phage tail assembly	hypothetical protein
	144951_LOCK900_2245.faa			phage tail fiber protein	phage tail fiber protein
	144952_LOCK900_2246.faa			phage tail fiber protein	phage tail fiber protein
	147873_LOCK908_2337.faa			phage tail fiber protein	phage tail fiber protein
	113424_MPTP_1404.faa			phage tail length tape-measure protein	phage tail length tape-measure protein
	2169_L70498.faa			phage tail protein	prophage pi1 protein 41, tail component
	2742_L60836.faa			phage tail tape measure protein	prophage pi2 protein 42
	27554_LVIS_1088.faa			phage tail tape measure protein	SLT domain protein
	31192_PEPE_0797.faa			phage tail tape measure protein	minor tail protein gp26-like protein
	78077_LAC30SC_06495.faa			phage tail tape measure protein	phage tail tape measure protein
	176047_LOOC260_114170.faa			phage tail tape measure protein	phage tail tape mesure
	9826_LSL_0794.faa			phage tail tape measure protein	phage tail tape mesure protein
	97640_Lbuc_1402.faa			phage tail tape measure protein	phage tail tape measure protein, TP901 family
