#検索キーワード	辞書	match	count	結果1	結果1_ID	結果1_検索順位	結果2	結果2_ID	結果2_検索順位	結果3	結果3_ID	結果3_検索順位	結果4	結果4_ID	結果4_検索順位	結果5	結果5_ID	結果5_検索順位	結果6	結果6_ID	結果6_検索順位	結果7	結果7_ID	結果7_検索順位	結果8	結果8_ID	結果8_検索順位	結果9	結果9_ID	結果9_検索順位	結果10	結果10_ID	結果10_検索順位
RNA methyltransferase, TrmH family, group 3	univ	cs	10	TrmH family tRNA/rRNA methyltransferase	4b6409db06da74af1024cbb76bd2d083mlt_after	1	TrmH family tRNA/rRNA methyltransferase YacO	d36148ef3e6b2c9fa130cf3c3874d56bmlt_after	2	rRNA methyltransferase	c8e869f0674b887f8f39bc35c53909e9mlt_after	7	NshR/TsnR family 23S rRNA methyltransferase	6d9d0ac39812f06887139f685a4acae0mlt_after	9	tRNA methyltransferase 9B	393238c1ca30cfe776455c1a27ef3e89mlt_after	8	RNA methyltransferase VP2	3a1be999333822288667533bb270e037mlt_after	4	RNA methyltransferase Tbd_1951	c6b57b5a73c4fe9bc7308252147de9b8mlt_after	5	tRNA/rRNA methyltransferase	a96f21d5774370b5c74ec855d6d72f95mlt_after	3	tRNA (guanosine(18)-2'-O)-methyltransferase TrmH	eb3509f24189510e312cb17ee106569amlt_after	10	RNA methyltransferase bin3	e30ed470c24e9250468c25f55fe7710cmlt_after	6
RNA polymerase sigma factor RpoD (Sigma-A) (Major vegetative sigmafactor)	univ	cs	10	RNA polymerase sigma factor RpoD	9b0aff5ad67a6d68df86d62227aee365mlt_after	1	RNA polymerase sigma factor RpoS	414137c18d2df800facdf9e97d1ea024mlt_after	3	RNA polymerase sigma factor RpoH	b56738bf51720e3779263a5607201a00mlt_after	3	ECF RNA polymerase sigma factor RpoE	57bc8b9e3670e825d1ffb673babe8352mlt_after	3	RNA polymerase sigma factor	53aaf0e014132556cbd9c2ae8d4b7999mlt_after	2	RNA polymerase sigma factor RfaY	75370b2570f3b0555ac007e52b69741emlt_after	3	RNA polymerase sigma factor SigM	48e4d73e916033e0a73f8759c14ddf79mlt_after	3	RNA polymerase sigma factor sigma-28	91746f72c68d9c80467203d2de1acbf6mlt_after	3	RNA polymerase sigma factor SigF	1acdcfec8b86c0b7e319ff756122eba8mlt_after	3	RNA polymerase sigma factor SigD	51ada44d3744196696f1d2a1dfca86eamlt_after	3
RND efflux system, outer membrane lipoprotein CmeC	univ	cs	10	copper/silver efflux system outer membrane protein CusC	082e5fc9c7e6ed9780e919d13e8e78d6mlt_after	3	efflux system membrane protein	7b6bb96ec71b68256437f232ef25013bmlt_after	1	outer membrane lipoprotein	d73b3ea3751bf3ad2a33f7d5efbd573amlt_after	2	Outer membrane lipoprotein 1	d1439608fa3f2043226bad55e12a226cmlt_after	4	Outer membrane lipoprotein 2	60b776f41dde7d4c786d2d427a270adamlt_after	4	Outer membrane lipoprotein 3	0c39c5e2263d17b61179d32e032f1530mlt_after	4	Outer membrane lipoprotein A	4e070268b94582e817b6ef27a0e16dc1mlt_after	4	outer membrane lipoprotein Blc	81940a7e137a5428c0c3114a5a558d6dmlt_after	4	Outer membrane lipoprotein pcp	c693a5fe206cccf3a5162643ed211995mlt_after	4	Outer membrane lipoprotein BfpB	55ce6132e27bcb5f7701f6a03cdc2503mlt_after	4
RNase H	univ	cs	10	Ligninase H2	71440ce1b6976be196bd3ab1f7076b57mlt_after	0	Ligninase H8	8bee0d934789b090489bfb3013441356mlt_after	0	bifunctional RNase H/acid phosphatase	6169ce9910d4ed7666b0b0d4149745c0mlt_after	0	kinase HI_0665	55aa42a44f4a764a2f24bdd101dc9533mlt_after	0	mRNA interferase HicA	6734ddf120685593997d91d357bf7a09mlt_after	0	mRNA interferase HigB	e8cc51567ef12644c3bbe2595f349d16mlt_after	0	Endoglucanase H	26978fc887a7bc413d032bad638c0034mlt_after	0	mRNA interferase HicA 1	1e6e24c965167727ac74d078b7e071d6mlt_after	0	mRNA interferase HicA 2	3aaffad71078271e380deb7327654a3emlt_after	0	RNA-directed RNA polymerase/helicase	87fff91b3a1b64aee5913016229f5fcemlt_after	0
RTX toxins and related Ca2 -binding protein	univ	cs	10	Ras-related GTP-binding protein D	30319598dfaa2390621621c1bf7d9dcemlt_after	0	Ras-related GTP-binding protein A	95238573741c56ad787c1b17a1b72df6mlt_after	0	Ras-related GTP-binding protein B	c194dcaa1831b2ecf45a3adb1cb35908mlt_after	0	Ras-related GTP-binding protein C	d3b890e6ffde5a4129ef1b1b45c03804mlt_after	0	Rho-related GTP-binding protein Rho6	09076bf91e9aa1d0be29e4fb6745c202mlt_after	0	Rho-related GTP-binding protein RhoB	34b58d3f492956fa2d28d9ee933b4389mlt_after	0	Rho-related GTP-binding protein RhoC	685a7b95dc8134d5cc65b0230e166312mlt_after	0	Rho-related GTP-binding protein RhoD	6e734e91aa9dbb94304553549a5ac318mlt_after	0	Rho-related GTP-binding protein RhoE	72bb58ba87bb7b3841c301080f67c110mlt_after	0	Rho-related GTP-binding protein RhoF	d626b3d9105d40f762a6128f47f25c33mlt_after	0
RarD protein	univ	cs	10	Protein RarD	1158f3132717964117801b6fa0899d1amlt_after	1	Ammonia transport outward protein 2	1a0ae398bc9eca8513deedec581e08a3mlt_after	0	Ammonia transport outward protein 3	2c251beee30849547e2586270894b434mlt_after	0	Chloramphenicol-sensitive protein RarD	607a2a2eed9b810c3ad8985924396e3bmlt_after	2	Protein TraR	1e042ce3707ecc06f927500dd4a8f4famlt_after	0	EamA family transporter RarD	d965a79d5dc16e1bc0d4c9da1842d02cmlt_after	3	Uncharacterized protein KP86R/DP86L	d8f4334eba1718637bc3123cce217bbfmlt_after	0	Protein MARD1	3466dc03c27bacae2a9e5d340cb8b556mlt_after	0	Frizzled/smoothened-like sans CRD protein A	6bc67e7aeeace890c293c83ff005fc29mlt_after	0	Frizzled/smoothened-like sans CRD protein B	eb171f6ba3e69e18d7207c318a12da80mlt_after	0
RfpB	univ	cs	10	Protein TfpB	80fc185bd0b53bf2df6146add7ed0b75mlt_after	0	RLRF peptide 1	f797bac88cfb67e2498d31e94041b80dmlt_after	0	RLRF peptide 2	a910f58a307235e5a0a9a7b4a2530b86mlt_after	0	RLRF peptide 3	7216055afe54ff1d3eaf377b1558137dmlt_after	0	protein RFPL3S	07b4ed74d675f8ff33f31bf2016d4a73mlt_after	0	QRFP-like peptide	6b8bf71f3aefaa00fcddb6bca525ce56mlt_after	0	growth factor FPV211	41043668bac59b83dc4e3b50c647824amlt_after	0	Outer membrane lipoprotein BfpB	55ce6132e27bcb5f7701f6a03cdc2503mlt_after	0	Zinc finger protein RFP	2d570525bb4059df782d6a51dd15875bmlt_after	0	E3 ubiquitin-protein ligase complex slx8-rfp subunit rfp1	72362bcce67b4a8919e64f7284dc4112mlt_after	0
S-Ribosylhomocysteinase (LuxS)	univ	cs	10	S-ribosylhomocysteine lyase	2906063924e2fcee1497935579cfc5fbmlt_after	1	S-ribosylhomocysteine lyase 1	dc336a9caf329d63dd64d6cf35de16bdmlt_after	2	S-ribosylhomocysteine lyase 2	51023e9ccf9d5d7dd68685fe8b67f9a3mlt_after	2	adenosylhomocysteinase	be27c5eac655a480afa4a68c57484ef6mlt_after	0	Adenosylhomocysteinase-like 1	c728fc418630d0f80c1f13f1790a338dmlt_after	0	Adenosylhomocysteinase-like 2	dd34e88104a832643f3b54255be2302fmlt_after	0	Adenosylhomocysteinase 1	8ecc78aac897f97f0ae752b119011f98mlt_after	0	Adenosylhomocysteinase 2	b386ee86ea9ee2941ee834142add8bc9mlt_after	0	Adenosylhomocysteinase 3	ed1fcd01f8a735e4a554e84bd6da46b7mlt_after	0	Adenosylhomocysteinase A	09edb2b8536c5b1563c1175498b29149mlt_after	0
S-adenosyl-methyltransferase MraW	univ	cs	10	arsenite S-adenosylmethyltransferase	83edd6d602ec5c2dd22b2dadda8c41ebmlt_after	1	S-adenosyl-L-methionine-dependent methyltransferase MRA_0152	74560ba7316064ee89e291b87ef50b4emlt_after	2	S-adenosyl-L-methionine-dependent methyltransferase MRA_0153	c0d739d79f38ab98f3a9cb01f799fd04mlt_after	2	S-adenosyl-L-methionine-dependent methyltransferase MRA_0290	13e0899ed5f631c254ec543e607a579bmlt_after	2	S-adenosyl-L-methionine-dependent methyltransferase MRA_0733	87e4920e0cb605b1dcd8d3999ba2955emlt_after	2	S-adenosyl-L-methionine-dependent methyltransferase MRA_0734	2b1002d55e5e39fcd7a06288cfc0f2f9mlt_after	2	S-adenosyl-L-methionine-dependent methyltransferase MRA_0739	c6b9452089d0248cdb4e613eb922fe01mlt_after	2	S-adenosyl-L-methionine-dependent methyltransferase MRA_0839	6df10310f065a456ef0d874a02152408mlt_after	2	S-adenosyl-L-methionine-dependent methyltransferase MRA_0901	ff1af4d19597607dc387c169db13ea47mlt_after	2	S-adenosyl-L-methionine-dependent methyltransferase MRA_1739	42e7852a673612d3f588cfe7eeab35dbmlt_after	2
S4 domain protein	univ	cs	10	POU domain protein 1	9f43102d1b434d4b051241c71246c8b7mlt_after	0	POU domain protein 2	8856ef05f55850702a37616209e45ed5mlt_after	0	PXA domain protein 1	d393e0ef86240f9ccfbfc742a372144dmlt_after	0	B-box domain protein 30	a72cd62bb2a15176cf871c0bf39dc677mlt_after	0	B-box domain protein 31	b798c2e36cd5006d4ab6ce38a82fedb0mlt_after	0	POU domain protein CF1A	f0cf89025c53cc88c41f769f6c06946emlt_after	0	BURP domain protein RD22	292d708bbd02f79beab4e7c099d1da26mlt_after	0	BURP domain protein USPL1	f7001265badd37584add41a30247713cmlt_after	0	Chromo domain protein LHP1	2a1c788e3be2e8f6d15f488a12d8f49amlt_after	0	LIM and SH3 domain protein 1	0e1fe077ef8836c5e3152d00d725e739mlt_after	0
SMF family protein	univ	cs	10	LamB/YcsF family protein	302adf8f49c48dabae82c41322261afdmlt_after	0	Meiotic PUF family protein 1	f5ac4dd84a13c649fb40d077997d71f1mlt_after	0	GIGYF family protein CG11148	63fa062e5eed12802a1cb5628261c5e5mlt_after	0	VOC family protein	cde9b5664c06f5ea04252d2dd23abe17mlt_after	0	BTG family protein	71ac3b4d376e431d687cd8f6cfca1a3amlt_after	0	PAP2 family protein	d841228929d0996b73d80c99af827392mlt_after	0	BrxE family protein	934e0100a78bcbdb0cbce0948404ac8bmlt_after	0	YdiU family protein	f01c407454feed981bf99b926a89a204mlt_after	0	RnfH family protein	d6919395179b6a659b46758926081bbcmlt_after	0	YnfA family protein	5ed171f6f9a8bce833f538ecc585c393mlt_after	0
Ser/Thr protein phosphatase family protein	univ	cs	10	PP2C-family Ser/Thr phosphatase	bfacd177d2287d212ef7931c2a111faamlt_after	1	Protein phosphatase fem-2	23bc812e86e230682f6fb5d2cd7b62a9mlt_after	3	phosphatidylserine decarboxylase family protein	789157e09dee9a226ed7161d6691afa8mlt_after	4	protein phosphatase	701f27cd9a2b782189bbc3ed1c01ffacmlt_after	2	PA-phosphatase related-family protein DDB_G0268928	4b7b65823d34da6b7835a78bf12a51e2mlt_after	5	PA-phosphatase related-family protein DDB_G0271516	7d1262aea4c99f6356fa5e26357bbec6mlt_after	5	PA-phosphatase related-family protein DDB_G0275547	839cde0f7c1106eec90d707dd0382c5cmlt_after	5	PA-phosphatase related-family protein DDB_G0284367	79f2f35739b42b0f6a239b2881c46477mlt_after	5	Pyridoxamine 5'-phosphate oxidase family protein ustO	88241afb16653865858749f62b7c7863mlt_after	9	Protein phosphatase inhibitor 2 family member B	82b03dfe916fa7c9ef4e7a62fa6f8cccmlt_after	10
TM2	univ	cs	10	Protein ttm-2	308d57aa6814cf8361cd1c8a2b918e5emlt_after	0	FIT family protein fitm-2	a17bb5d90c5ee92357a64ea50e16df05mlt_after	0	GTP-binding protein YPTM2	2ee547983b8ec96814ea7975ce13060amlt_after	0	Enhancer of split M2 protein	be8b44e37fdcc745f694778f309be4c7mlt_after	0	TM2 domain-containing protein 1	c479279dc2d3c7546db36a09be8c932fmlt_after	1	TM2 domain-containing protein 2	185ae85e5ce193ec87731e46c4c03ff4mlt_after	1	TM2 domain-containing protein 3	189c4f21f4997f5360437ea0d6b45561mlt_after	1	Inorganic pyrophosphatase TTM2	acef0efdf804ca87b1513060bc6cb537mlt_after	0	Transcriptional modulator WTM2	cc0807a95d13dfa9d57b0dcf5985f2c2mlt_after	0	TM2 domain-containing protein CG10795	63ed4f9402315c2e7c9b3c28e5ce6723mlt_after	3
TPR domain protein	univ	cs	10	PR domain-containing protein 11	6c71c0ae3257cb26e1fb1cef292e3304mlt_after	0	PR domain zinc finger protein 1	d853741da74bfb7659855ac3fbaef270mlt_after	0	PR domain zinc finger protein 2	01709a805ac7eb480d03f4c2ca457611mlt_after	0	PR domain zinc finger protein 4	d047c952f2537b5231a82cc9d91ccf13mlt_after	0	PR domain zinc finger protein 5	e9d6753da2fe2dee119fcafd495f1a18mlt_after	0	PR domain zinc finger protein 8	d57bd83f289ff9a8bd4b45a4dd88281cmlt_after	0	PR domain zinc finger protein 10	7ac145d6b2c2961362a48b610413c750mlt_after	0	PR domain zinc finger protein 12	42f9d8451458035e4c80f1ea2570adcamlt_after	0	PR domain zinc finger protein 13	76632ac7cd47d012604486f73a02c13dmlt_after	0	PR domain zinc finger protein 14	97e0d511cf59976a5026dc7b62c92400mlt_after	0
TPR repeat	univ	cs	10	TPR repeat protein oca3	36b82c02b5ff0fb267e468a9620d1661mlt_after	10	F-box/TPR repeat protein pof3	654096d82d9ec5d7d3c833d9f3d25e8dmlt_after	1	TPR repeat-containing protein R856	2d97820c4bd92a600558af23e4d17389mlt_after	1	TPR repeat-containing protein YpiA	53139d3aa650e43fde4207721d48244emlt_after	1	TPR repeat-containing protein YrrB	68e34c2892c4145d26fff1a2cbe5a408mlt_after	1	TPR repeat-containing protein YsoA	4197a8bd35728bd8a482358e827151a2mlt_after	1	TPR repeat-containing protein YvcD	5875e6bf1aa51f3b246c6d84a068eec8mlt_after	1	TPR repeat-containing protein ZIP4	0aabcb5921766f44213d16ccd7a1fb8amlt_after	1	TPR repeat-containing protein BH2049	7171bd39a90de49bb15178610c7000a7mlt_after	1	TPR repeat-containing protein MJ0263	a340d6e3140187c4b866364d7d248290mlt_after	1
ThiF family protein	univ	cs	10	LamB/YcsF family protein	302adf8f49c48dabae82c41322261afdmlt_after	0	Meiotic PUF family protein 1	f5ac4dd84a13c649fb40d077997d71f1mlt_after	0	GIGYF family protein CG11148	63fa062e5eed12802a1cb5628261c5e5mlt_after	0	VOC family protein	cde9b5664c06f5ea04252d2dd23abe17mlt_after	0	BTG family protein	71ac3b4d376e431d687cd8f6cfca1a3amlt_after	0	PAP2 family protein	d841228929d0996b73d80c99af827392mlt_after	0	BrxE family protein	934e0100a78bcbdb0cbce0948404ac8bmlt_after	0	YdiU family protein	f01c407454feed981bf99b926a89a204mlt_after	0	RnfH family protein	d6919395179b6a659b46758926081bbcmlt_after	0	YnfA family protein	5ed171f6f9a8bce833f538ecc585c393mlt_after	0
TonB-system energizer ExbB	univ	cs	10	TonB system transport protein ExbD	861a424edc75d5ddcc344b4ad43da40fmlt_after	1	TonB system transport protein TonB	f8cdec872f7e6164379f57d41fec3ba0mlt_after	2	Pyrophosphate-energized proton pump	6c4eb25886778a24bdfb1ac86fba4dbemlt_after	0	Pyrophosphate-energized proton pump 1	3973a2c7fa1dfb5a67afaf2f3b46517amlt_after	0	Pyrophosphate-energized proton pump 2	322b0b628202c2e71e5d1ffd59b7d48dmlt_after	0	Pyrophosphate-energized membrane proton pump 2	095b0d44d3c2ac27046b20890ee6d055mlt_after	0	Pyrophosphate-energized membrane proton pump 3	a03456dfb4b46178de7bf5df389e82e9mlt_after	0	K(+)-stimulated pyrophosphate-energized proton pump	a38932e3f2cc22d921a6fe840b3ade51mlt_after	0	K(+)-insensitive pyrophosphate-energized proton pump	10c21badfc395932679d61d0472c3353mlt_after	0	Pyrophosphate-energized vacuolar membrane proton pump	06597075dadc2a03632fc66a59ae01e2mlt_after	0
TrbM protein	univ	cs	10	conjugal transfer protein TrbM	1c40b2a333c5c4b9e272de9e1a8c07c5mlt_after	1	Protein TrbA	19ebd3f43da9940db5bddf13e6d37dfbmlt_after	0	Protein TrbB	d0528c88803d772d16470a5f391dba48mlt_after	0	Protein TrbD	ca8d91c5044ddbbdc169700b4eb2a780mlt_after	0	Protein TrbE	e99ea6494a19ca7056c1cf5cb8c51b56mlt_after	0	Protein TrbF	2d5a302cee8d86d2cdb4d44dfd0c589amlt_after	0	Protein TrbG	c9b0d9fe312ab07bbee325f893043b44mlt_after	0	Protein TrbH	3d233ce68706168470f1f1c95feb3c85mlt_after	0	Protein TrbI	d0195c7afcc7389c412d13f7e74a3462mlt_after	0	Protein TrbJ	0c5e78fb0521d0cd50b92899f8b9f4admlt_after	0
TrkA	univ	cs	10	Trk system potassium transporter TrkA	b8cac2634da2dc1437176a3db5f8d598mlt_after	1	Trk system potassium uptake protein TrkA	eeb85d4b1ea251983c7a6fa5aa654157mlt_after	2	Trk system potassium uptake protein TrkA homolog	d1e3114303f126ebb9874b216c33c9bemlt_after	3	Trk system potassium uptake protein TrkA homolog 1	52a048070644dcc6b2dede3116e018a1mlt_after	3	Trk system potassium uptake protein TrkA homolog 2	dca31feca6318886b58e9c2f2e54e5e0mlt_after	3	Trk system potassium transporter TrkH	43070e8b5c454d1edefad678da9a2163mlt_after	0	Trk system potassium uptake protein TrkG	fd03a565c15b9668d49af93958f7f6ebmlt_after	0	Trk system potassium uptake protein TrkH	7a282a4ac44239586cc556c779f6f03cmlt_after	0	Trk system potassium uptake protein TrkI	b9ed06c6fd69ecd4425040f4eb7cbb17mlt_after	0	Protein PrkA	bf4775e6b721ed131872d43d1eeb14e8mlt_after	0
TrkA domain protein	univ	cs	10	PXA domain protein 1	d393e0ef86240f9ccfbfc742a372144dmlt_after	0	POU domain protein 1	9f43102d1b434d4b051241c71246c8b7mlt_after	0	POU domain protein 2	8856ef05f55850702a37616209e45ed5mlt_after	0	B-box domain protein 30	a72cd62bb2a15176cf871c0bf39dc677mlt_after	0	B-box domain protein 31	b798c2e36cd5006d4ab6ce38a82fedb0mlt_after	0	E3 ubiquitin-protein ligase Arkadia	7c2151e37f0c353d2d9ebd06931d3b6dmlt_after	0	FHA domain-containing protein PS1	4964522573f456c03c65b30f82200359mlt_after	0	POU domain protein CF1A	f0cf89025c53cc88c41f769f6c06946emlt_after	0	E3 ubiquitin-protein ligase arkadia-A	f80c404d79744b91c90f58b0ba7a52a3mlt_after	0	E3 ubiquitin-protein ligase arkadia-B	194001cf6c455fb556acaabc91d313c6mlt_after	0
UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	univ	cs	10	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	b981ca97792492734790a9436d492225mlt_after	1	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	912beb9f4029eb816a61664da3e0f6famlt_after	2	bifunctional UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase/3-hydroxyacyl-ACP dehydratase	35ea486063ce6c250073e73f6c75eebbmlt_after	9	UDP-3-O-acylglucosamine N-acyltransferase	3664fda59f5c67de50861cbe1787679bmlt_after	3	UDP-3-O-acylglucosamine N-acyltransferase 1	75ea6039287510a9cf0ba4f10dae259cmlt_after	4	UDP-3-O-acylglucosamine N-acyltransferase 2	61ea2136284018efd6387434dbfd60e7mlt_after	4	UDP-3-O-acylglucosamine N-acyltransferase 3	ad90dbc2ea986e28bacb53d59ffe067emlt_after	4	UDP-3-O-acylglucosamine N-acyltransferase 1, mitochondrial	a0d8d51b68264470f3ec08e9f0b2cb56mlt_after	7	UDP-3-O-acylglucosamine N-acyltransferase 2, mitochondrial	ca2bce930900f31232d965b550d688ecmlt_after	7	acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase	16586ac445f924ae34a4f0a130347c31mlt_after	10
UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase	univ	cs	10	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	9e3fdd01dd0fcaa9034733ebfe1df7c7mlt_after	1	UDP-N-acetylglucosamine diphosphorylase 1	3ef5b90ebd33795e916052de9629af1fmlt_after	3	UDP-N-acetylglucosamine diphosphorylase 2	235a85d7402167dfca9a1e3e833577bcmlt_after	3	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminyltransferase	353cdca32af45e454c3c1d66e3f73d3emlt_after	6	Glucosamine-1-phosphate N-acetyltransferase	2eacade34046c4b6adb6366b48508b02mlt_after	5	bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase	6d2aab03e879c91c17e307a710ce2c5dmlt_after	2	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase	1d865a02d5549f12b9833f460c49338bmlt_after	7	UDP-N-acetylglucosamine pyrophosphorylase	3a5374e0959b7caace68de040b3358e1mlt_after	8	UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase	72ff31572f413288488787ed0612871cmlt_after	9	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SEC	93cab12ab3395462a6add7110e386313mlt_after	10
UDP-N-acetylmuramate--alanine ligase	univ	cs	10	UDP-N-acetylmuramate--L-alanine ligase	e08f35f45d61d1a6d1b768601625cff8mlt_after	1	UDP-N-acetylmuramoyl-L-alanine--L-glutamate ligase	17f1bb6736b03c84c3aacc69e0472059mlt_after	2	UDP-N-acetylmuramoylalanine--D-glutamate ligase	f99f600e051a2a1559b0c18edf6f6c94mlt_after	4	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	60f3846ba628edc625ec7d28524c0fabmlt_after	2	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	8ac5c527c021aa755f54c1b7cd3b71b8mlt_after	5	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase	3d00a74e6a022946a104c8dd8cf5a181mlt_after	6	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--LD-lysine ligase	c3645f96be9c5cd6a566e30ccb2a4674mlt_after	6	bifunctional D-alanyl-alanine synthetase A/UDP-N-acetylmuramate--L-alanine ligase	07eb5d599b970e79d0765d97c0c64c80mlt_after	7	bifunctional UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase/UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine ligase	06115d260b09c74c89710bbe193ad5cemlt_after	8	UDP-N-acetylmuramate dehydrogenase	bdd6ef43f65e574fb3e082b755d646d7mlt_after	10
UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase	univ	cs	10	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	f80b1ebabbea6b2edb121028ca4af8f0mlt_after	1	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase 1	023b1d60b710962ed056d94a7de68a2cmlt_after	2	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase 2	47c8e856838cba4df71eaf62d9bb0c3emlt_after	2	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanine ligase	ae9369576004b6f95ab12858b970c18dmlt_after	4	bifunctional UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase/UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine ligase	06115d260b09c74c89710bbe193ad5cemlt_after	9	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase MurE homolog, chloroplastic	f7fb06c29186c2af1e13c140571ed3a1mlt_after	10	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase	3d00a74e6a022946a104c8dd8cf5a181mlt_after	5	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--LD-lysine ligase	c3645f96be9c5cd6a566e30ccb2a4674mlt_after	5	UDP-N-acetylmuramoylalanine--D-glutamate ligase	f99f600e051a2a1559b0c18edf6f6c94mlt_after	7	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	60f3846ba628edc625ec7d28524c0fabmlt_after	8
UvrD/REP helicase	univ	cs	10	ATP-dependent DNA helicase UvrD1	c62b8ad5679e05ebe1695a7e2da759c6mlt_after	2	ATP-dependent DNA helicase UvrD2	4f780c44058a5dd808e4b745f6e5bacbmlt_after	2	plasmid replicative DNA helicase	8ce533dd8749cd5c47e10174429bcf5emlt_after	4	Helicase	4ec80233b27005fb557af7f3f638f1d5mlt_after	1	helicase 7	4df5245d045911a8de7f600fdedab4abmlt_after	7	replicative DNA helicase	a484f6681055aa5d39ba3ada8cd4c1abmlt_after	4	DNA replication helicase	351151fa998cb43a0c174ee7424a9643mlt_after	4	helicase HelY	fe8d9cb1a01b38b8dbc7e08cf6c8f059mlt_after	7	helicase 22	fa267a435bd7cbe3415fa1a23d415e7bmlt_after	7	helicase D10	93bbd7d7fdd2469c5aad6dad6a462c8fmlt_after	7
Xaa-Pro peptidase	univ	cs	10	Xaa-Pro aminopeptidase	fd1d5303c869fbbe20bd5d28c2564dc8mlt_after	4	Xaa-Pro aminopeptidase P	cef300fa6f8844b12e7863ad11f25960mlt_after	5	Xaa-Pro aminopeptidase 1	38c20abf4216a5be2e768523aa496760mlt_after	5	Xaa-Pro aminopeptidase 2	ff924ab39c44183be07fca7a1d65955emlt_after	5	Xaa-Pro aminopeptidase 3	1a050ffc0c1bd61eed2936ca6b6a0f45mlt_after	5	Xaa-Pro aminopeptidase PEPP	afae3b29b8bd66f08e60aa6af5650ac5mlt_after	5	Xaa-Pro dipeptidase	3bf29d31c76447d7393de47edfe17bc5mlt_after	1	Xaa-Pro aminopeptidase ApepP	a35a8d19bc20e765d3b3e980ca7586eamlt_after	5	Xaa-Pro dipeptidase 1	104e39a78174cd32445e5a7a4fa21831mlt_after	2	Xaa-Pro dipeptidase 2	82ad44ee483f3d907564276781586907mlt_after	2
YbaK/ebsC protein	univ	cs	10	Uncharacterized protein YbaK	b2ec4fa9d50155ded7e3f1bb78b4e600mlt_after	1	Small toxic protein IbsC	aa6fde619cb934d6357375d391b2f526mlt_after	0	Alpha-ketoglutarate-dependent dioxygenase bsc9	34762722e1d61a457adf144587623b45mlt_after	0	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK	badc2234bff36ec439ff2a8ae32e16c3mlt_after	2	Cytotoxin-like basic protein	b6aa209349e004aebdce9fe107ed9390mlt_after	0	Protein OSCP1	f50eed1341afcf81700bc1065ac079famlt_after	0	Protein SCP160	08facb482c67be37d6613d570d9f7956mlt_after	0	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase EbsC	327bc06b2db4dd44a83888fbf8364d91mlt_after	3	Protein EBS1	0c2924d9c3c045e3d2fcbd1137c93845mlt_after	0	Protein EbsA	d11cd93d5e6b985bdd98363acbc2fca9mlt_after	0
YfgH	univ	cs	8	Uncharacterized lipoprotein YfgH	e7500b7ced42433f43394813b75393d8mlt_after	1	Protein YfgG	43ccc40cebb476646e7f67900af413bemlt_after	0	Dystrophin, isoforms A/C/F/G/H	d5184f5336be61ec762e81189651d524mlt_after	0	UPF0070 protein YfgM	878dd3b7571d19bcd296f0ea1aa92daamlt_after	0	Uncharacterized protein YfgD	5a7661243978f3de871ebd4b1e3cf866mlt_after	0	Uncharacterized protein YfgG	a7a8b511e721a762f87b355adde69d9emlt_after	0	Uncharacterized protein YfgI	76a83cc2901e8878304b3f66588f44d7mlt_after	0	Uncharacterized protein YfgJ	9140c386b028f47b6171e7fe65b592d9mlt_after	0
